,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
51348,DCA,"Washington, DC: Ronald Reagan Washington National",3,2,15,0,0,0,20,0,69,89,218,94,499,0,811,0,4
51349,LAX,"Los Angeles, CA: Los Angeles International",8,3,13,0,0,0,24,0,59,83,236,143,664,0,1043,0,4
51350,SFO,"San Francisco, CA: San Francisco International",12,6,28,0,0,0,47,0,99,146,665,1274,1434,0,3396,23,4
51351,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6,3,11,0,1,0,21,0,74,95,326,257,532,0,1178,63,4
51352,LGA,"New York, NY: LaGuardia",5,5,14,0,0,1,25,2,62,90,210,224,580,0,1015,1,4
51353,CLT,"Charlotte, NC: Charlotte Douglas International",3,1,8,0,0,0,12,0,42,54,134,50,352,0,536,0,4
51354,MDW,"Chicago, IL: Chicago Midway International",0,0,1,0,0,0,1,1,4,6,0,0,34,0,34,0,4
51355,DTW,"Detroit, MI: Detroit Metro Wayne County",0,1,1,0,0,0,2,0,21,23,0,193,23,0,216,0,4
51356,LAX,"Los Angeles, CA: Los Angeles International",4,2,0,0,0,0,6,0,114,120,127,96,0,0,223,0,4
51357,LAS,"Las Vegas, NV: McCarran International",4,1,0,0,0,0,5,0,68,73,310,13,0,0,323,0,4
51358,SFO,"San Francisco, CA: San Francisco International",5,0,0,0,0,0,5,0,55,60,200,0,0,0,200,0,4
51359,SAN,"San Diego, CA: San Diego International",3,0,0,0,0,0,3,0,27,30,638,0,0,0,638,0,4
51360,SEA,"Seattle, WA: Seattle/Tacoma International",8,0,0,0,0,0,8,0,52,60,180,0,0,0,180,0,4
51361,PDX,"Portland, OR: Portland International",4,0,0,0,0,0,4,0,26,30,71,0,0,0,71,0,4
51362,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",10,0,0,0,0,0,10,0,20,30,476,5,0,0,481,0,4
51363,JFK,"New York, NY: John F. Kennedy International",4,0,0,0,0,0,4,0,18,22,127,0,0,0,127,0,4
51364,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",224,412,516,3,100,188,1255,69,3791,5303,23040,29456,26357,118,88456,9485,4
51365,ORD,"Chicago, IL: Chicago O'Hare International",157,237,334,2,51,163,781,10,4352,5306,14814,14791,22046,113,58473,6709,4
51366,LGA,"New York, NY: LaGuardia",48,106,152,0,6,56,311,4,948,1319,3262,6673,7999,0,18357,423,4
51367,DTW,"Detroit, MI: Detroit Metro Wayne County",12,12,13,0,1,8,38,1,152,199,628,586,381,0,1639,44,4
51368,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1,3,1,0,1,2,7,0,51,60,117,245,47,0,429,20,4
51369,MIA,"Miami, FL: Miami International",31,44,23,0,4,16,102,0,408,526,2546,3453,1044,0,7325,282,4
51370,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11,6,20,0,0,8,38,1,91,138,501,521,665,0,1721,34,4
51371,JFK,"New York, NY: John F. Kennedy International",12,22,50,1,4,31,89,2,268,390,850,1244,2680,88,5084,222,4
51372,LAX,"Los Angeles, CA: Los Angeles International",0,1,0,0,0,2,2,0,1,5,0,65,16,0,115,34,4
51373,DCA,"Washington, DC: Ronald Reagan Washington National",0,1,1,0,0,6,2,0,22,30,0,48,26,0,74,0,4
51374,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",40,52,148,0,6,5,246,8,534,793,1605,3716,7574,20,13469,554,4
51375,ORD,"Chicago, IL: Chicago O'Hare International",42,47,173,0,5,13,268,1,603,885,1951,3487,8569,9,14546,530,4
51376,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5,5,18,0,0,2,28,0,59,89,205,248,714,0,1167,0,4
51377,LGA,"New York, NY: LaGuardia",16,15,43,0,1,5,76,1,248,330,565,641,2126,0,3359,27,4
51378,TPA,"Tampa, FL: Tampa International",13,9,18,0,0,1,39,0,184,224,828,598,881,0,2315,8,4
51379,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",43,67,91,1,2,6,204,2,828,1040,1983,5212,4229,10,11498,64,4
51380,MSP,"Minneapolis, MN: Minneapolis-St Paul International",25,22,36,0,1,4,84,1,225,314,903,1430,1551,0,4103,219,4
51381,LAS,"Las Vegas, NV: McCarran International",37,47,89,1,6,4,180,0,597,781,1737,3330,4069,64,9983,783,4
51382,LAX,"Los Angeles, CA: Los Angeles International",30,15,52,0,2,1,98,0,215,314,1740,964,2676,0,5528,148,4
51383,DTW,"Detroit, MI: Detroit Metro Wayne County",43,52,77,0,2,3,174,0,517,694,1983,4093,4529,0,10863,258,4
51384,IAH,"Houston, TX: George Bush Intercontinental/Houston",20,31,87,0,1,2,139,0,301,442,792,2445,4652,0,7994,105,4
51385,MCO,"Orlando, FL: Orlando International",24,15,40,0,2,3,80,1,327,411,1127,1161,1552,5,3989,144,4
51386,BOS,"Boston, MA: Logan International",12,11,20,0,1,1,44,0,166,211,573,750,807,0,2155,25,4
51387,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21,16,36,0,1,1,74,0,181,256,945,1128,1612,7,3707,15,4
51388,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",17,15,27,0,1,0,61,0,171,232,779,1227,1397,12,3433,18,4
51389,SAN,"San Diego, CA: San Diego International",9,10,18,0,1,2,38,0,125,165,458,889,857,0,2331,127,4
51390,DEN,"Denver, CO: Denver International",22,19,36,0,1,4,78,0,262,344,979,1321,1730,4,4051,17,4
51391,PHL,"Philadelphia, PA: Philadelphia International",9,13,19,1,0,0,42,0,55,97,649,533,1005,15,2202,0,4
51392,PDX,"Portland, OR: Portland International",5,0,4,0,1,0,10,0,50,60,206,31,164,0,419,18,4
51393,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",54,91,68,0,2,25,215,0,1617,1857,4199,5997,1544,0,11908,168,4
51394,SFO,"San Francisco, CA: San Francisco International",72,235,232,0,8,53,548,4,2613,3218,6450,14785,15082,0,36980,663,4
51395,DEN,"Denver, CO: Denver International",108,279,200,0,14,78,602,20,3148,3848,11074,18741,6656,10,37754,1273,4
51396,LAX,"Los Angeles, CA: Los Angeles International",95,303,290,0,5,35,693,0,3044,3772,8359,17475,10192,3,36350,321,4
51397,IAH,"Houston, TX: George Bush Intercontinental/Houston",55,103,122,0,6,26,287,6,1015,1334,4638,6306,4829,0,16209,436,4
51398,ORD,"Chicago, IL: Chicago O'Hare International",82,282,235,1,14,111,614,5,2876,3606,10543,17845,17296,18,47093,1391,4
51399,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",40,39,55,0,1,5,134,8,334,481,2336,2846,2030,15,7311,84,4
51400,SLC,"Salt Lake City, UT: Salt Lake City International",108,206,84,1,10,40,408,18,3761,4227,10170,12161,2512,18,25355,494,4
51401,LAS,"Las Vegas, NV: McCarran International",17,23,14,0,0,4,54,0,244,302,854,1258,427,0,2539,0,4
51402,SEA,"Seattle, WA: Seattle/Tacoma International",32,49,26,0,1,13,108,0,803,924,2332,3448,734,0,6575,61,4
51403,DTW,"Detroit, MI: Detroit Metro Wayne County",36,59,23,0,5,15,122,0,790,927,3555,5545,635,0,10317,582,4
51404,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19,17,23,1,3,6,63,1,267,337,1533,936,742,34,3444,199,4
51405,MSP,"Minneapolis, MN: Minneapolis-St Paul International",50,91,181,0,5,14,326,3,1874,2217,4077,4540,5384,0,14308,307,4
51406,SAN,"San Diego, CA: San Diego International",34,58,16,0,0,3,108,0,498,609,2267,2850,541,0,5658,0,4
51407,PDX,"Portland, OR: Portland International",23,40,13,0,1,11,76,0,453,540,1613,2604,362,2,4614,33,4
51408,DCA,"Washington, DC: Ronald Reagan Washington National",11,4,2,0,2,0,19,0,81,100,558,126,59,0,829,86,4
51409,IAD,"Washington, DC: Washington Dulles International",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
51410,CLT,"Charlotte, NC: Charlotte Douglas International",3,0,3,0,1,0,7,0,16,23,156,8,120,0,353,69,4
51411,BOS,"Boston, MA: Logan International",3,3,4,0,0,0,10,0,44,54,169,173,298,0,640,0,4
51412,LGA,"New York, NY: LaGuardia",0,0,0,0,0,1,0,0,10,11,0,0,0,0,0,0,4
51413,MIA,"Miami, FL: Miami International",0,0,1,0,0,0,1,0,5,6,0,0,26,0,26,0,4
51414,MCO,"Orlando, FL: Orlando International",100,63,44,0,4,7,210,1,843,1061,5471,5089,1747,0,12587,280,4
51415,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",19,21,10,0,2,0,51,1,212,264,1014,1791,291,0,3289,193,4
51416,IAH,"Houston, TX: George Bush Intercontinental/Houston",350,290,407,0,28,64,1075,34,3535,4708,21550,22334,15475,0,61578,2219,4
51417,ORD,"Chicago, IL: Chicago O'Hare International",292,281,331,0,20,74,925,19,4250,5268,17009,22993,25426,0,66967,1539,4
51418,LAS,"Las Vegas, NV: McCarran International",98,78,55,0,5,3,236,0,835,1074,4736,5505,2116,0,13154,797,4
51419,EWR,"Newark, NJ: Newark Liberty International",193,249,193,0,22,35,657,6,3370,4068,9689,18870,8840,0,38861,1462,4
51420,DEN,"Denver, CO: Denver International",263,235,159,0,20,23,676,8,3028,3735,17694,18618,6243,0,43625,1070,4
51421,SFO,"San Francisco, CA: San Francisco International",262,258,256,0,11,27,787,2,3127,3943,14852,19447,11944,0,46880,637,4
51422,IAD,"Washington, DC: Washington Dulles International",92,97,31,0,9,14,229,0,1412,1655,5088,6970,1129,0,14033,846,4
51423,LAX,"Los Angeles, CA: Los Angeles International",224,133,203,0,12,18,572,3,1818,2411,12200,10519,7703,0,31368,946,4
51424,BOS,"Boston, MA: Logan International",79,61,53,0,5,8,198,0,801,1007,3653,4715,2735,0,11569,466,4
51425,LGA,"New York, NY: LaGuardia",47,47,35,0,7,22,136,8,604,770,2434,3424,2876,0,9460,726,4
51426,TPA,"Tampa, FL: Tampa International",52,32,32,0,1,2,117,2,452,573,2242,2005,1724,0,6006,35,4
51427,MSP,"Minneapolis, MN: Minneapolis-St Paul International",22,19,11,0,2,1,54,1,208,264,1225,1691,513,0,3783,354,4
51428,MIA,"Miami, FL: Miami International",31,17,14,0,2,1,64,1,255,321,1717,1299,702,0,3853,135,4
51429,SEA,"Seattle, WA: Seattle/Tacoma International",61,53,16,0,3,5,133,0,641,779,2940,4327,581,0,8297,449,4
51430,DCA,"Washington, DC: Ronald Reagan Washington National",39,38,18,0,3,4,97,2,418,521,2307,2765,882,0,6172,218,4
51431,JFK,"New York, NY: John F. Kennedy International",18,14,22,0,1,5,55,0,303,363,831,1662,3516,0,6154,145,4
51432,SAN,"San Diego, CA: San Diego International",61,51,32,0,4,4,148,1,525,678,3156,3319,1446,0,8325,404,4
51433,PHL,"Philadelphia, PA: Philadelphia International",27,13,22,0,2,1,64,0,265,330,1292,922,1192,0,3522,116,4
51434,PDX,"Portland, OR: Portland International",33,25,14,0,2,2,73,0,319,394,1932,1380,749,0,4152,91,4
51435,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",38,20,16,0,1,3,74,1,254,332,1848,1635,878,0,4403,42,4
51436,DTW,"Detroit, MI: Detroit Metro Wayne County",6,4,2,0,1,0,13,0,56,69,469,224,84,0,854,77,4
51437,SLC,"Salt Lake City, UT: Salt Lake City International",10,6,2,0,2,2,20,0,78,100,641,412,103,0,1332,176,4
51438,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",25,17,17,0,3,2,62,3,142,209,1258,1162,1102,0,3825,303,4
51439,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",53,41,27,0,3,4,123,1,411,539,2418,3140,1280,0,7116,278,4
51440,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",37,37,23,0,1,1,98,3,439,541,1811,2771,1269,0,5919,68,4
51441,DCA,"Washington, DC: Ronald Reagan Washington National",78,78,118,0,5,21,279,0,1415,1715,3711,4676,3588,0,12266,291,4
51442,LAX,"Los Angeles, CA: Los Angeles International",50,19,82,1,1,1,153,0,452,606,2355,920,2537,37,5908,59,4
51443,CLT,"Charlotte, NC: Charlotte Douglas International",307,339,415,1,24,51,1086,11,6145,7293,17630,16804,14161,24,49861,1242,4
51444,IAH,"Houston, TX: George Bush Intercontinental/Houston",34,12,36,0,0,1,82,4,290,377,2100,693,1504,0,4297,0,4
51445,PHL,"Philadelphia, PA: Philadelphia International",163,129,247,1,11,12,551,12,2662,3237,9064,7123,7951,9,24802,655,4
51446,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31,18,77,1,0,1,126,4,366,497,1691,741,3297,51,5780,0,4
51447,MCO,"Orlando, FL: Orlando International",63,32,58,0,0,0,153,1,625,779,3254,1963,1882,0,7123,24,4
51448,BOS,"Boston, MA: Logan International",63,65,138,0,2,21,268,0,1240,1529,3002,3772,5543,10,12434,107,4
51449,TPA,"Tampa, FL: Tampa International",34,24,32,0,0,0,91,0,489,580,1637,1390,984,5,4016,0,4
51450,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",17,13,17,0,0,1,47,0,251,299,1055,587,549,0,2226,35,4
51451,LAS,"Las Vegas, NV: McCarran International",39,19,58,0,1,0,117,2,382,501,2055,980,1857,5,4979,82,4
51452,MSP,"Minneapolis, MN: Minneapolis-St Paul International",18,15,22,1,1,0,57,2,262,321,607,510,569,17,1841,138,4
51453,LGA,"New York, NY: LaGuardia",53,39,124,1,1,37,218,1,840,1096,2466,1557,6750,8,10874,93,4
51454,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",45,30,51,2,0,0,128,0,416,544,2218,1529,1588,92,5427,0,4
51455,SFO,"San Francisco, CA: San Francisco International",30,14,68,1,0,1,112,2,305,420,1482,867,2186,29,4572,8,4
51456,EWR,"Newark, NJ: Newark Liberty International",28,14,32,0,1,0,76,0,284,360,1385,626,1562,0,3699,126,4
51457,SEA,"Seattle, WA: Seattle/Tacoma International",22,6,17,0,1,0,45,0,182,227,660,187,432,0,1335,56,4
51458,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",198,133,383,1,6,27,721,1,3811,4560,12408,8234,10676,39,31742,385,4
51459,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",28,13,43,1,1,0,86,0,347,433,1489,475,1802,38,3861,57,4
51460,ORD,"Chicago, IL: Chicago O'Hare International",26,20,34,1,2,6,82,0,419,507,1601,1144,1757,13,4867,352,4
51461,DEN,"Denver, CO: Denver International",22,12,34,0,0,0,69,1,293,363,1533,556,1013,0,3102,0,4
51462,MIA,"Miami, FL: Miami International",19,11,26,0,1,0,57,1,212,270,1194,663,901,0,2803,45,4
51463,DTW,"Detroit, MI: Detroit Metro Wayne County",19,5,14,0,0,1,38,0,215,254,1028,173,457,0,1658,0,4
51464,JFK,"New York, NY: John F. Kennedy International",11,9,26,0,1,4,47,1,179,231,465,371,1857,0,2910,217,4
51465,PDX,"Portland, OR: Portland International",11,12,7,0,1,0,30,0,119,149,371,410,191,14,1032,46,4
51466,SLC,"Salt Lake City, UT: Salt Lake City International",10,6,10,0,1,2,27,1,166,196,571,388,263,0,1265,43,4
51467,SAN,"San Diego, CA: San Diego International",19,9,28,1,0,0,57,0,212,269,981,394,789,19,2183,0,4
51468,SFO,"San Francisco, CA: San Francisco International",33,76,99,0,25,3,233,1,1141,1378,1872,4041,5193,0,11792,686,4
51469,EWR,"Newark, NJ: Newark Liberty International",6,2,7,0,3,0,19,1,144,164,338,59,324,0,815,94,4
51470,LAX,"Los Angeles, CA: Los Angeles International",34,57,53,0,36,4,180,1,874,1059,2238,4070,1966,0,9313,1039,4
51471,SEA,"Seattle, WA: Seattle/Tacoma International",5,13,3,0,5,1,26,0,186,213,335,492,61,0,994,106,4
51472,ORD,"Chicago, IL: Chicago O'Hare International",6,8,4,0,3,1,21,0,89,111,273,375,565,0,1261,48,4
51473,JFK,"New York, NY: John F. Kennedy International",9,9,27,0,11,2,56,0,268,326,300,502,2634,0,3824,388,4
51474,LAS,"Las Vegas, NV: McCarran International",9,18,8,0,4,1,40,0,289,330,422,844,349,0,1755,140,4
51475,DCA,"Washington, DC: Ronald Reagan Washington National",5,5,6,0,13,1,29,0,82,112,312,256,293,0,1176,315,4
51476,MCO,"Orlando, FL: Orlando International",0,0,0,0,1,0,1,0,29,30,0,0,0,0,21,21,4
51477,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",9,8,4,1,6,0,28,0,136,164,401,540,137,20,1281,183,4
51478,BOS,"Boston, MA: Logan International",5,5,1,0,3,0,14,0,112,126,218,255,40,0,603,90,4
51479,PDX,"Portland, OR: Portland International",0,3,1,0,0,0,4,0,26,30,20,125,17,0,162,0,4
51480,IAD,"Washington, DC: Washington Dulles International",0,4,0,0,1,0,5,0,142,147,6,164,0,0,193,23,4
51481,LGA,"New York, NY: LaGuardia",6,4,14,0,15,0,38,1,69,108,242,120,809,0,1619,448,4
51482,SAN,"San Diego, CA: San Diego International",5,10,0,0,0,0,15,0,120,135,382,383,0,0,769,4,4
51483,BOS,"Boston, MA: Logan International",63,76,39,0,9,2,187,1,655,845,3434,4251,2114,0,10232,433,4
51484,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",206,431,111,1,28,41,776,7,5168,5992,12411,22552,4176,12,40689,1538,4
51485,CLT,"Charlotte, NC: Charlotte Douglas International",15,9,9,0,2,1,34,0,112,147,658,608,472,0,1915,177,4
51486,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",152,236,190,0,27,15,606,6,2928,3555,6420,11827,6795,8,27448,2398,4
51487,MDW,"Chicago, IL: Chicago Midway International",272,434,263,0,57,62,1027,42,5869,7000,15863,23932,11102,2,55160,4261,4
51488,MSP,"Minneapolis, MN: Minneapolis-St Paul International",49,56,37,0,2,2,143,0,483,628,2014,3144,1045,0,6252,49,4
51489,PDX,"Portland, OR: Portland International",45,83,13,0,0,1,140,0,759,900,1980,4643,492,0,7115,0,4
51490,PHL,"Philadelphia, PA: Philadelphia International",50,63,40,0,10,3,163,1,578,745,2994,3631,1708,0,8855,522,4
51491,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",241,507,214,2,15,22,979,3,4071,5075,10795,24685,6191,87,42464,706,4
51492,SAN,"San Diego, CA: San Diego International",162,289,86,1,1,31,539,2,2326,2898,7699,13873,2521,47,24168,28,4
51493,SEA,"Seattle, WA: Seattle/Tacoma International",58,80,14,0,1,0,153,0,794,947,2400,4333,421,0,7203,49,4
51494,SFO,"San Francisco, CA: San Francisco International",69,117,85,0,8,33,279,1,1011,1324,4302,6333,4387,0,15347,325,4
51495,DCA,"Washington, DC: Ronald Reagan Washington National",45,75,23,0,6,9,150,2,1136,1297,2727,4162,848,0,8136,399,4
51496,DEN,"Denver, CO: Denver International",224,322,159,1,35,26,742,28,4210,5006,11110,15443,5263,27,33399,1556,4
51497,DTW,"Detroit, MI: Detroit Metro Wayne County",38,49,14,0,1,2,102,0,467,571,1744,2671,518,6,5101,162,4
51498,EWR,"Newark, NJ: Newark Liberty International",33,28,17,0,6,8,84,1,406,499,1793,2178,981,0,5365,413,4
51499,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",81,119,39,0,8,5,248,8,1377,1638,4185,6931,1343,0,13022,563,4
51500,IAD,"Washington, DC: Washington Dulles International",11,9,5,0,1,1,26,0,179,206,496,454,182,0,1463,331,4
51501,LAS,"Las Vegas, NV: McCarran International",261,547,250,0,15,20,1073,4,5203,6300,15135,27870,8591,0,52438,842,4
51502,SLC,"Salt Lake City, UT: Salt Lake City International",62,71,16,0,2,3,150,3,641,797,2468,3220,494,0,6278,96,4
51503,TPA,"Tampa, FL: Tampa International",111,194,57,0,6,8,368,3,2203,2582,7219,11400,1881,0,20858,358,4
51504,LAX,"Los Angeles, CA: Los Angeles International",204,343,268,0,11,32,826,2,2496,3356,10328,17955,8667,0,37689,739,4
51505,LGA,"New York, NY: LaGuardia",53,50,50,0,10,19,164,3,743,929,2945,2624,2141,0,8195,485,4
51506,MCO,"Orlando, FL: Orlando International",156,263,97,1,13,13,529,12,3183,3737,10741,15194,3082,10,30007,980,4
51507,SFO,"San Francisco, CA: San Francisco International",49,55,116,0,16,8,237,0,650,895,2897,3891,4636,11,12620,1185,5
51508,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",509,757,778,2,130,390,2177,128,9430,12125,46365,61054,36820,85,161913,17589,5
51509,BOS,"Boston, MA: Logan International",51,66,59,2,10,6,189,3,763,961,3426,4751,3175,102,12300,846,5
51510,ORD,"Chicago, IL: Chicago O'Hare International",182,251,223,2,31,53,689,8,3783,4533,14734,19819,9056,127,46482,2746,5
51511,SEA,"Seattle, WA: Seattle/Tacoma International",25,31,13,0,11,4,79,0,341,424,1112,1781,498,0,4250,859,5
51512,DTW,"Detroit, MI: Detroit Metro Wayne County",11,16,9,0,4,4,39,0,194,237,822,1122,400,0,2726,382,5
51513,LAS,"Las Vegas, NV: McCarran International",50,48,36,0,15,4,148,0,675,827,2683,3495,1593,0,9066,1295,5
51514,JFK,"New York, NY: John F. Kennedy International",65,73,128,0,8,5,273,3,1049,1330,8005,6062,7538,0,22551,946,5
51515,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",24,21,9,1,10,5,65,0,332,402,1292,2447,358,23,4992,872,5
51516,SAN,"San Diego, CA: San Diego International",41,34,24,0,14,6,113,0,342,461,2114,2629,1316,0,7189,1130,5
51517,LAX,"Los Angeles, CA: Los Angeles International",133,134,136,0,34,17,438,3,2251,2709,10223,10791,4857,2,28865,2992,5
51518,DCA,"Washington, DC: Ronald Reagan Washington National",47,54,69,0,12,8,182,3,729,922,2534,3481,2805,0,9821,1001,5
51519,MCO,"Orlando, FL: Orlando International",72,47,29,0,6,12,155,1,679,847,4488,2948,1419,15,9333,463,5
51520,DEN,"Denver, CO: Denver International",37,22,43,0,11,11,113,1,327,452,1889,1812,1824,0,6407,882,5
51521,MIA,"Miami, FL: Miami International",254,244,316,2,28,16,844,5,3535,4400,22662,18204,9324,70,52922,2662,5
51522,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,32,36,0,6,16,105,4,300,425,2744,2256,2071,0,7732,661,5
51523,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",34,30,30,0,8,14,102,3,356,475,2226,2415,1414,0,6789,734,5
51524,IAD,"Washington, DC: Washington Dulles International",9,13,12,0,3,4,38,0,190,232,471,705,446,0,1775,153,5
51525,PHL,"Philadelphia, PA: Philadelphia International",32,24,25,0,3,10,84,0,309,403,1461,1540,1188,0,4507,318,5
51526,SLC,"Salt Lake City, UT: Salt Lake City International",22,18,9,0,6,8,54,0,148,210,1227,852,465,0,2983,439,5
51527,LGA,"New York, NY: LaGuardia",65,61,116,0,16,30,258,17,906,1211,3746,3655,8012,8,16774,1353,5
51528,TPA,"Tampa, FL: Tampa International",47,32,35,0,10,6,124,2,374,506,2747,1925,1257,0,6750,821,5
51529,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9,17,12,0,6,4,43,2,194,243,341,1324,511,0,2690,514,5
51530,CLT,"Charlotte, NC: Charlotte Douglas International",29,24,12,0,6,5,71,1,290,367,930,979,501,0,2953,543,5
51531,PDX,"Portland, OR: Portland International",6,12,2,0,3,2,23,0,124,149,420,638,74,0,1478,346,5
51532,EWR,"Newark, NJ: Newark Liberty International",16,22,31,0,3,3,73,1,262,339,687,1660,2060,0,4650,243,5
51533,MSP,"Minneapolis, MN: Minneapolis-St Paul International",23,28,12,0,6,6,69,1,277,353,1191,2058,514,0,4146,383,5
51534,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20,20,12,0,6,5,59,0,214,278,918,1554,720,0,3636,444,5
51535,SEA,"Seattle, WA: Seattle/Tacoma International",115,188,178,3,8,12,492,9,4226,4739,6433,9201,4799,160,21136,543,5
51536,PDX,"Portland, OR: Portland International",27,51,22,1,1,3,103,0,996,1102,1380,2732,592,18,4812,90,5
51537,LAX,"Los Angeles, CA: Los Angeles International",21,16,31,0,0,0,68,0,649,717,988,631,815,0,2434,0,5
51538,SAN,"San Diego, CA: San Diego International",17,14,15,0,0,1,47,1,430,479,810,590,372,0,1775,3,5
51539,LAS,"Las Vegas, NV: McCarran International",10,9,16,0,0,0,35,0,376,411,511,317,368,0,1196,0,5
51540,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",7,6,16,0,0,0,29,0,188,217,452,187,474,0,1113,0,5
51541,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3,2,16,1,2,0,24,1,98,123,110,94,611,55,1037,167,5
51542,ORD,"Chicago, IL: Chicago O'Hare International",7,2,12,0,2,0,22,0,158,180,281,38,326,0,712,67,5
51543,DEN,"Denver, CO: Denver International",7,2,7,0,0,0,16,0,139,155,266,83,186,0,535,0,5
51544,SLC,"Salt Lake City, UT: Salt Lake City International",2,9,2,0,0,0,12,1,172,185,89,524,45,0,658,0,5
51545,IAD,"Washington, DC: Washington Dulles International",2,0,1,0,0,0,3,0,28,31,105,0,57,0,162,0,5
51546,IAH,"Houston, TX: George Bush Intercontinental/Houston",0,1,11,0,0,0,12,0,19,31,0,29,338,0,367,0,5
51547,SFO,"San Francisco, CA: San Francisco International",21,15,138,0,0,1,174,0,329,504,1554,575,6784,0,8913,0,5
51548,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3,0,2,0,0,0,5,0,26,31,162,0,73,0,235,0,5
51549,MCO,"Orlando, FL: Orlando International",2,1,9,0,0,0,12,0,52,64,47,33,209,0,289,0,5
51550,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2,0,0,0,0,0,2,0,29,31,36,0,2,0,38,0,5
51551,BOS,"Boston, MA: Logan International",3,0,2,0,0,0,5,2,139,146,223,0,93,0,316,0,5
51552,DCA,"Washington, DC: Ronald Reagan Washington National",0,0,9,0,0,0,9,0,115,124,0,0,266,0,282,16,5
51553,TPA,"Tampa, FL: Tampa International",0,0,17,0,0,0,17,0,14,31,0,0,458,0,458,0,5
51554,DTW,"Detroit, MI: Detroit Metro Wayne County",2,0,2,0,0,0,4,0,27,31,36,0,43,0,79,0,5
51555,EWR,"Newark, NJ: Newark Liberty International",3,2,1,0,0,0,6,0,56,62,64,89,24,0,177,0,5
51556,PHL,"Philadelphia, PA: Philadelphia International",0,0,2,0,0,0,2,0,29,31,8,0,89,0,97,0,5
51557,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1,0,5,0,0,0,6,0,25,31,29,0,99,0,128,0,5
51558,MSP,"Minneapolis, MN: Minneapolis-St Paul International",0,2,0,0,0,0,2,0,60,62,4,47,1,0,52,0,5
51559,MCO,"Orlando, FL: Orlando International",75,70,34,0,6,11,185,0,1434,1630,4283,4966,1215,0,10997,533,5
51560,LAS,"Las Vegas, NV: McCarran International",20,20,21,1,1,3,64,0,357,424,1244,814,781,85,3145,221,5
51561,BOS,"Boston, MA: Logan International",147,212,180,0,21,17,560,5,2967,3549,8704,13194,9841,0,33621,1882,5
51562,JFK,"New York, NY: John F. Kennedy International",121,159,343,0,16,53,639,7,3082,3781,7482,13174,27902,0,50349,1791,5
51563,IAD,"Washington, DC: Washington Dulles International",16,7,5,0,0,3,29,0,144,176,875,783,475,0,2146,13,5
51564,SLC,"Salt Lake City, UT: Salt Lake City International",8,3,9,0,0,0,20,0,104,124,467,196,397,0,1060,0,5
51565,SFO,"San Francisco, CA: San Francisco International",19,20,74,0,3,0,116,2,338,456,1023,1240,4092,1,6560,204,5
51566,SAN,"San Diego, CA: San Diego International",6,1,11,0,1,0,20,1,98,119,219,46,278,0,704,161,5
